Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1776667133,2026-04-20T06:38:53Z,AFL010,"55.979141,37.418705",0,0,255
1776667519,2026-04-20T06:45:19Z,AFL010,"55.978718,37.421364",0,0,255
1776667590,2026-04-20T06:46:30Z,AFL010,"55.978741,37.421345",0,0,255
1776667900,2026-04-20T06:51:40Z,AFL010,"55.973396,37.399166",0,9,255
1776667910,2026-04-20T06:51:50Z,AFL010,"55.97319,37.398792",0,0,219
1776667942,2026-04-20T06:52:22Z,AFL010,"55.972897,37.398983",0,0,165
1776668076,2026-04-20T06:54:36Z,AFL010,"55.971703,37.399876",0,3,101
1776668199,2026-04-20T06:56:39Z,AFL010,"55.98037,37.472786",2500,148,82
1776668211,2026-04-20T06:56:51Z,AFL010,"55.981682,37.485382",2875,146,79
1776668217,2026-04-20T06:56:57Z,AFL010,"55.98246,37.493404",3075,144,80
1776668219,2026-04-20T06:56:59Z,AFL010,"55.982792,37.495258",3150,144,77
1776668221,2026-04-20T06:57:01Z,AFL010,"55.983093,37.497696",3250,142,77
1776668224,2026-04-20T06:57:04Z,AFL010,"55.983627,37.501934",3350,140,77
1776668227,2026-04-20T06:57:07Z,AFL010,"55.983929,37.504196",3475,138,77
1776668230,2026-04-20T06:57:10Z,AFL010,"55.984341,37.507202",3575,138,76
1776668232,2026-04-20T06:57:12Z,AFL010,"55.984695,37.509232",3650,136,75
1776668234,2026-04-20T06:57:14Z,AFL010,"55.985031,37.511784",3725,136,76
1776668238,2026-04-20T06:57:18Z,AFL010,"55.985653,37.516029",3850,136,75
1776668241,2026-04-20T06:57:21Z,AFL010,"55.986343,37.519455",3925,138,73
1776668243,2026-04-20T06:57:23Z,AFL010,"55.986675,37.521835",3950,142,73
1776668245,2026-04-20T06:57:25Z,AFL010,"55.986885,37.524372",3975,142,76
1776668248,2026-04-20T06:57:28Z,AFL010,"55.987259,37.526581",4000,146,75
1776668250,2026-04-20T06:57:30Z,AFL010,"55.987686,37.529221",4025,146,74
1776668252,2026-04-20T06:57:32Z,AFL010,"55.988094,37.531784",4050,148,74
1776668254,2026-04-20T06:57:34Z,AFL010,"55.988445,37.534164",4100,138,74
1776668256,2026-04-20T06:57:36Z,AFL010,"55.988918,37.537117",4125,154,74
1776668258,2026-04-20T06:57:38Z,AFL010,"55.989452,37.540154",4175,156,73
1776668260,2026-04-20T06:57:40Z,AFL010,"55.989773,37.542133",4200,156,73
1776668263,2026-04-20T06:57:43Z,AFL010,"55.990299,37.544922",4250,160,72
1776668265,2026-04-20T06:57:45Z,AFL010,"55.990757,37.547863",4275,152,349
1776668267,2026-04-20T06:57:47Z,AFL010,"55.991074,37.551247",4325,53,349
1776668275,2026-04-20T06:57:55Z,AFL010,"55.974655,37.399208",4475,53,5
1776668278,2026-04-20T06:57:58Z,AFL010,"55.993629,37.565903",4550,54,9
1776668299,2026-04-20T06:58:19Z,AFL010,"55.998589,37.594456",4925,53,38
1776668307,2026-04-20T06:58:27Z,AFL010,"56.000984,37.607517",5200,164,45
1776668330,2026-04-20T06:58:50Z,AFL010,"56.008141,37.646027",6150,54,90
1776668352,2026-04-20T06:59:12Z,AFL010,"56.025425,37.668003",7025,51,114
1776668367,2026-04-20T06:59:27Z,AFL010,"56.041695,37.665844",7400,249,145
1776668388,2026-04-20T06:59:48Z,AFL010,"56.065746,37.652515",8275,54,185
1776668408,2026-04-20T07:00:08Z,AFL010,"56.08836,37.637581",9050,53,212
1776668435,2026-04-20T07:00:35Z,AFL010,"56.110645,37.590179",10225,52,261
1776668456,2026-04-20T07:00:56Z,AFL010,"56.111931,37.538193",10725,54,292
1776668477,2026-04-20T07:01:17Z,AFL010,"56.101364,37.483345",11400,53,324
1776668497,2026-04-20T07:01:37Z,AFL010,"56.090267,37.427845",12050,54,355
1776668530,2026-04-20T07:02:10Z,AFL010,"56.08712,37.338242",13050,344,15
1776668538,2026-04-20T07:02:18Z,AFL010,"56.089413,37.314095",13200,54,62
1776668553,2026-04-20T07:02:33Z,AFL010,"56.093731,37.269058",13475,359,62
1776668555,2026-04-20T07:02:35Z,AFL010,"56.094311,37.263283",13500,365,62
1776668557,2026-04-20T07:02:37Z,AFL010,"56.094933,37.256824",13550,250,62
1776668559,2026-04-20T07:02:39Z,AFL010,"56.095547,37.250183",13600,381,62
1776668561,2026-04-20T07:02:41Z,AFL010,"56.096058,37.244297",13625,375,62
1776668564,2026-04-20T07:02:44Z,AFL010,"56.096764,37.237068",13675,53,104
1776668584,2026-04-20T07:03:04Z,AFL010,"56.102802,37.172462",14175,54,127
1776668604,2026-04-20T07:03:24Z,AFL010,"56.10881,37.106647",14850,54,159
1776668606,2026-04-20T07:03:26Z,AFL010,"56.109467,37.099537",14950,53,171
1776668627,2026-04-20T07:03:47Z,AFL010,"56.11544,37.031921",15600,55,205
1776668647,2026-04-20T07:04:07Z,AFL010,"56.121441,36.964115",16350,54,237
1776668668,2026-04-20T07:04:28Z,AFL010,"56.127522,36.892719",17175,54,268
1776668688,2026-04-20T07:04:48Z,AFL010,"56.133186,36.825508",18000,53,296
1776668702,2026-04-20T07:05:02Z,AFL010,"56.13681,36.782055",18475,416,352
1776668704,2026-04-20T07:05:04Z,AFL010,"56.13797,36.770958",18525,54,327
1776668721,2026-04-20T07:05:21Z,AFL010,"56.142422,36.715641",18950,417,352
1776668742,2026-04-20T07:05:42Z,AFL010,"56.149029,36.640099",19525,52,27
1776668751,2026-04-20T07:05:51Z,AFL010,"56.151394,36.611427",19800,431,20
1776668772,2026-04-20T07:06:12Z,AFL010,"56.157665,36.537174",20425,54,73
1776668793,2026-04-20T07:06:33Z,AFL010,"56.163898,36.462193",21025,53,105
1776668824,2026-04-20T07:07:04Z,AFL010,"56.172958,36.352802",21825,270,279
1776668826,2026-04-20T07:07:06Z,AFL010,"56.173679,36.343761",21900,280,279
1776668828,2026-04-20T07:07:08Z,AFL010,"56.174191,36.336094",21950,433,276
1776668830,2026-04-20T07:07:10Z,AFL010,"56.174744,36.32893",22025,438,277
1776668832,2026-04-20T07:07:12Z,AFL010,"56.175369,36.320969",22075,443,277
1776668834,2026-04-20T07:07:14Z,AFL010,"56.17627,36.311855",22125,447,279
1776668837,2026-04-20T07:07:17Z,AFL010,"56.177177,36.303234",22200,448,279
1776668839,2026-04-20T07:07:19Z,AFL010,"56.177898,36.296787",22275,445,280
1776668841,2026-04-20T07:07:21Z,AFL010,"56.178722,36.289692",22325,448,281
1776668843,2026-04-20T07:07:23Z,AFL010,"56.179771,36.281315",22375,449,282
1776668845,2026-04-20T07:07:25Z,AFL010,"56.180859,36.274044",22425,445,283
1776668847,2026-04-20T07:07:27Z,AFL010,"56.18206,36.266914",22500,445,285
1776668850,2026-04-20T07:07:30Z,AFL010,"56.183681,36.258274",22550,447,287
1776668852,2026-04-20T07:07:32Z,AFL010,"56.185055,36.251003",22625,452,287
1776668854,2026-04-20T07:07:34Z,AFL010,"56.186947,36.243065",22675,448,290
1776668856,2026-04-20T07:07:36Z,AFL010,"56.188816,36.236305",22750,445,293
1776668858,2026-04-20T07:07:38Z,AFL010,"56.190716,36.22937",22825,446,294
1776668860,2026-04-20T07:07:40Z,AFL010,"56.193039,36.221325",22875,443,296
1776668862,2026-04-20T07:07:42Z,AFL010,"56.194809,36.215649",22950,444,297
1776668865,2026-04-20T07:07:45Z,AFL010,"56.196922,36.209156",23000,442,298
1776668867,2026-04-20T07:07:47Z,AFL010,"56.199257,36.202888",23075,439,301
1776668869,2026-04-20T07:07:49Z,AFL010,"56.202255,36.195362",23125,370,307
1776668871,2026-04-20T07:07:51Z,AFL010,"56.204479,36.189915",23175,310,305
1776668873,2026-04-20T07:07:53Z,AFL010,"56.207199,36.183899",23225,439,308
1776668875,2026-04-20T07:07:55Z,AFL010,"56.209717,36.178539",23275,438,309
1776668877,2026-04-20T07:07:57Z,AFL010,"56.212624,36.172745",23325,430,310
1776668879,2026-04-20T07:07:59Z,AFL010,"56.215508,36.16687",23375,435,311
1776668881,2026-04-20T07:08:01Z,AFL010,"56.218719,36.160995",23425,435,312
1776668884,2026-04-20T07:08:04Z,AFL010,"56.222073,36.155483",23450,436,315
1776668886,2026-04-20T07:08:06Z,AFL010,"56.224945,36.150936",23525,439,316
1776668888,2026-04-20T07:08:08Z,AFL010,"56.22831,36.146229",23575,437,319
1776668890,2026-04-20T07:08:10Z,AFL010,"56.231956,36.14135",23625,439,321
1776668892,2026-04-20T07:08:12Z,AFL010,"56.235249,36.136982",23675,431,322
1776668894,2026-04-20T07:08:14Z,AFL010,"56.238937,36.132065",23725,431,322
1776668896,2026-04-20T07:08:16Z,AFL010,"56.242519,36.127552",23775,433,323
1776668899,2026-04-20T07:08:19Z,AFL010,"56.245396,36.123814",23825,434,323
1776668901,2026-04-20T07:08:21Z,AFL010,"56.248806,36.119423",23900,436,324
1776668903,2026-04-20T07:08:23Z,AFL010,"56.252541,36.114449",23925,437,323
1776668905,2026-04-20T07:08:25Z,AFL010,"56.255981,36.109779",23975,436,323
1776668907,2026-04-20T07:08:27Z,AFL010,"56.259254,36.105186",24025,438,322
1776668909,2026-04-20T07:08:29Z,AFL010,"56.263134,36.100159",24050,442,323
1776668911,2026-04-20T07:08:31Z,AFL010,"56.267235,36.094795",24100,438,323
1776668913,2026-04-20T07:08:33Z,AFL010,"56.26981,36.091312",24150,436,323
1776668916,2026-04-20T07:08:36Z,AFL010,"56.273018,36.086952",24175,440,323
1776668945,2026-04-20T07:09:05Z,AFL010,"56.321083,36.020741",24875,230,323
1776668947,2026-04-20T07:09:07Z,AFL010,"56.324368,36.015976",24925,431,321
1776668950,2026-04-20T07:09:10Z,AFL010,"56.32827,36.010506",24950,436,321
1776668952,2026-04-20T07:09:12Z,AFL010,"56.33215,36.005306",25000,443,322
1776668954,2026-04-20T07:09:14Z,AFL010,"56.335785,36.000351",25025,450,322
1776668985,2026-04-20T07:09:45Z,AFL010,"56.38636,35.929691",25600,457,321
1776668993,2026-04-20T07:09:53Z,AFL010,"56.400394,35.90966",25700,150,315
1776668996,2026-04-20T07:09:56Z,AFL010,"56.404026,35.904564",25725,220,314
1776668998,2026-04-20T07:09:58Z,AFL010,"56.407486,35.900177",25750,464,324
1776669000,2026-04-20T07:10:00Z,AFL010,"56.411221,35.895004",25800,459,323
1776669002,2026-04-20T07:10:02Z,AFL010,"56.41473,35.890018",25825,457,322
1776669004,2026-04-20T07:10:04Z,AFL010,"56.420315,35.885323",25850,470,341
1776669006,2026-04-20T07:10:06Z,AFL010,"56.422123,35.879841",25875,470,322
1776669008,2026-04-20T07:10:08Z,AFL010,"56.425571,35.875347",25925,260,327
1776669010,2026-04-20T07:10:10Z,AFL010,"56.430012,35.868973",25950,390,320
1776669012,2026-04-20T07:10:12Z,AFL010,"56.432484,35.865513",26000,200,327
1776669015,2026-04-20T07:10:15Z,AFL010,"56.43602,35.860012",26025,240,313
1776669017,2026-04-20T07:10:17Z,AFL010,"56.43993,35.854813",26075,462,320
1776669019,2026-04-20T07:10:19Z,AFL010,"56.443779,35.849823",26125,463,323
1776669021,2026-04-20T07:10:21Z,AFL010,"56.447052,35.845009",26150,250,320
1776669023,2026-04-20T07:10:23Z,AFL010,"56.450752,35.840187",26200,280,332
1776669025,2026-04-20T07:10:25Z,AFL010,"56.454716,35.834511",26250,486,326
1776669027,2026-04-20T07:10:27Z,AFL010,"56.45871,35.828922",26275,240,323
1776669029,2026-04-20T07:10:29Z,AFL010,"56.461666,35.824947",26325,270,323
1776669031,2026-04-20T07:10:31Z,AFL010,"56.465801,35.818722",26375,420,320
1776669034,2026-04-20T07:10:34Z,AFL010,"56.470142,35.813274",26425,410,325
1776669036,2026-04-20T07:10:36Z,AFL010,"56.473198,35.808598",26475,220,317
1776669038,2026-04-20T07:10:38Z,AFL010,"56.47678,35.804287",26500,340,334
1776669040,2026-04-20T07:10:40Z,AFL010,"56.480091,35.799179",26550,340,319
1776669042,2026-04-20T07:10:42Z,AFL010,"56.482761,35.79538",26575,40,322
1776669044,2026-04-20T07:10:44Z,AFL010,"56.487751,35.788921",26600,260,333
1776669046,2026-04-20T07:10:46Z,AFL010,"56.490803,35.784264",26650,478,320
1776669048,2026-04-20T07:10:48Z,AFL010,"56.49387,35.779789",26675,469,320
1776669051,2026-04-20T07:10:51Z,AFL010,"56.497684,35.774914",26700,290,324
1776669053,2026-04-20T07:10:53Z,AFL010,"56.501415,35.769932",26725,260,321
1776669055,2026-04-20T07:10:55Z,AFL010,"56.504948,35.764519",26775,476,320
1776669057,2026-04-20T07:10:57Z,AFL010,"56.509056,35.758858",26800,482,327
1776669059,2026-04-20T07:10:59Z,AFL010,"56.512497,35.753819",26825,475,321
1776669061,2026-04-20T07:11:01Z,AFL010,"56.516499,35.748314",26850,473,322
1776669063,2026-04-20T07:11:03Z,AFL010,"56.520805,35.742245",26900,473,322
1776669065,2026-04-20T07:11:05Z,AFL010,"56.524094,35.737164",26950,330,319
1776669068,2026-04-20T07:11:08Z,AFL010,"56.527878,35.732437",27000,290,317
1776669070,2026-04-20T07:11:10Z,AFL010,"56.530754,35.728275",27050,90,328
1776669072,2026-04-20T07:11:12Z,AFL010,"56.534893,35.722675",27100,240,325
1776669074,2026-04-20T07:11:14Z,AFL010,"56.538525,35.716583",27150,290,311
1776669076,2026-04-20T07:11:16Z,AFL010,"56.542683,35.711674",27250,475,323
1776669078,2026-04-20T07:11:18Z,AFL010,"56.547035,35.705799",27300,473,324
1776669081,2026-04-20T07:11:21Z,AFL010,"56.551033,35.700169",27375,500,322
1776669083,2026-04-20T07:11:23Z,AFL010,"56.554195,35.69561",27450,190,330
1776669086,2026-04-20T07:11:26Z,AFL010,"56.557652,35.69054",27550,140,323
1776669088,2026-04-20T07:11:28Z,AFL010,"56.563293,35.682987",27625,470,323
