Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1776753327,2026-04-21T06:35:27Z,AFL010,"55.98037,37.416042",0,0,75
1776753526,2026-04-21T06:38:46Z,AFL010,"55.980148,37.414539",0,1,157
1776753663,2026-04-21T06:41:03Z,AFL010,"55.979942,37.414608",0,0,165
1776754086,2026-04-21T06:48:06Z,AFL010,"55.972012,37.399391",0,9,165
1776754170,2026-04-21T06:49:30Z,AFL010,"55.976944,37.435081",1000,160,75
1776754197,2026-04-21T06:49:57Z,AFL010,"55.980965,37.469646",2250,154,75
1776754206,2026-04-21T06:50:06Z,AFL010,"55.982208,37.480904",2625,154,79
1776754213,2026-04-21T06:50:13Z,AFL010,"55.983131,37.489769",2875,154,79
1776754215,2026-04-21T06:50:15Z,AFL010,"55.983383,37.492668",2950,154,80
1776754218,2026-04-21T06:50:18Z,AFL010,"55.98386,37.497757",3050,154,80
1776754222,2026-04-21T06:50:22Z,AFL010,"55.984287,37.501823",3175,154,79
1776754224,2026-04-21T06:50:24Z,AFL010,"55.984589,37.504612",3250,154,79
1776754226,2026-04-21T06:50:26Z,AFL010,"55.984859,37.506622",3350,154,78
1776754229,2026-04-21T06:50:29Z,AFL010,"55.985237,37.509899",3475,154,78
1776754232,2026-04-21T06:50:32Z,AFL010,"55.985764,37.513924",3625,152,77
1776754236,2026-04-21T06:50:36Z,AFL010,"55.986439,37.51981",3800,152,78
1776754239,2026-04-21T06:50:39Z,AFL010,"55.986809,37.522579",3900,152,77
1776754241,2026-04-21T06:50:41Z,AFL010,"55.987026,37.52425",3950,152,77
1776754243,2026-04-21T06:50:43Z,AFL010,"55.987419,37.527237",4000,154,77
1776754245,2026-04-21T06:50:45Z,AFL010,"55.987724,37.529926",4050,158,77
1776754247,2026-04-21T06:50:47Z,AFL010,"55.987991,37.532051",4100,158,77
1776754251,2026-04-21T06:50:51Z,AFL010,"55.988808,37.538208",4175,164,76
1776754253,2026-04-21T06:50:53Z,AFL010,"55.989212,37.541733",4200,164,77
1776754256,2026-04-21T06:50:56Z,AFL010,"55.98951,37.543957",4250,164,77
1776754266,2026-04-21T06:51:06Z,AFL010,"55.99184,37.559902",4400,54,70
1776754287,2026-04-21T06:51:27Z,AFL010,"55.997074,37.591354",4700,53,90
1776754307,2026-04-21T06:51:47Z,AFL010,"56.003529,37.625622",5500,53,137
1776754327,2026-04-21T06:52:07Z,AFL010,"56.014236,37.659725",6775,55,167
1776754348,2026-04-21T06:52:28Z,AFL010,"56.033401,37.669735",7550,53,187
1776754369,2026-04-21T06:52:49Z,AFL010,"56.05695,37.660202",8075,53,234
