,07 апр,18 апр,20 апр,21 апр,22 апр
07 апр,0.0,80.37543919323915,8.928265160720247,12.7903683813433,10.731351188545707
18 апр,80.37543919323915,0.0,81.43178157492305,85.7129895707459,87.1031657340501
20 апр,8.928265160720247,81.43178157492305,0.0,12.821982714919974,14.95625589848062
21 апр,12.7903683813433,85.7129895707459,12.821982714919974,0.0,5.060903560984785
22 апр,10.731351188545707,87.1031657340501,14.95625589848062,5.060903560984785,0.0
