,07 апр,18 апр,20 апр,21 апр,22 апр
07 апр,0.0,0.20093859798309788,0.02232066290180062,0.031975920953358244,0.026828377971364267
18 апр,0.20093859798309788,0.0,0.20357945393730761,0.21428247392686475,0.21775791433512523
20 апр,0.02232066290180062,0.20357945393730761,0.0,0.032054956787299936,0.03739063974620155
21 апр,0.031975920953358244,0.21428247392686475,0.032054956787299936,0.0,0.012652258902461964
22 апр,0.026828377971364267,0.21775791433512523,0.03739063974620155,0.012652258902461964,0.0
