,07 апр,18 апр,20 апр,21 апр,22 апр
07 апр,0.0,1.1287624136823444,1.310636851315545,1.667934715940681,1.2248859073777814
18 апр,1.1287624136823444,0.0,1.4938526853753433,1.754682123329882,1.3095132643870162
20 апр,1.310636851315545,1.4938526853753433,0.0,1.1424967947175766,1.4925106883691859
21 апр,1.667934715940681,1.754682123329882,1.1424967947175766,0.0,1.3081495177448352
22 апр,1.2248859073777814,1.3095132643870162,1.4925106883691859,1.3081495177448352,0.0
